paper_nr	song_name	title	year	cited_by	doi
490	Here, There and Everywhere	Here, there and in-between: Transitional space in Hong Kong movies	2014	0	
491	Here, There and Everywhere	PTEN, here, there, everywhere	2013	11	10.1038/cdd.2013.127
492	Here, There and Everywhere	Huntingtin: Here, there, everywhere!	2013	53	10.3233/JHD-130082
493	Here, There and Everywhere	Here, there, everywhere: Further reflections on Antipodean experience and geography	2013	3	10.1177/2043820613493068
494	Here, There and Everywhere	Is the secure base phenomenon evident here, there, and anywhere? A cross-cultural study of child behavior and experts' definitions	2013	40	10.1111/cdev.12084
495	Here, There and Everywhere	Analyzing the view from here, there and nowhere: Discursive approaches to journalistic stance	2012	7	10.1016/j.dcm.2012.10.003
496	Here, There and Everywhere	Here, there, and in-between: Lifestyle migrants from Japan	2012	6	
497	Here, There and Everywhere	Pathogenic C difficile is here (and everywhere) to stay	2011	10	10.1016/S0140-6736(10)61885-5
498	Here, There and Everywhere	Introduction: Queer, there and everywhere	2011	8	10.1080/0950236X.2011.586773
499	Here, There and Everywhere	Here, there and in-between rehearsing over Skype	2011	8	10.1080/13528165.2011.606036
500	Here, There and Everywhere	here, there, everywhere, or is it truly partial epilepsy?	2010	0	10.1017/S0317167100051374
501	Here, There and Everywhere	Here, there, and in-between: On the interplay of multilocal living, space, and inequality	2009	19	
502	Here, There and Everywhere	Cancer stem cells: Here, there, everywhere?	2008	85	10.1038/456581a
503	Here, There and Everywhere	Pharmaceutical care: Here, there and now	2008	1	
504	Here, There and Everywhere	Women in theatre: Here, there, everywhere, and nowhere	2006	2	10.3138/tric.27.1.56
505	Here, There and Everywhere	Here, there, everywhere: Antibiotic-resistant foodborne pathogens	2004	3	
506	Here, There and Everywhere	Glutamatergic Chemical Transmission: Look! Here, There, and Anywhere	2004	73	10.1093/jb/mvh018
507	Here, There and Everywhere	Inflammation and asthma: Here, there, everywhere	2002	2	10.1016/S1081-1206(10)62032-7
508	Here, There and Everywhere	Here, there, everywhere.	2000	0	
509	Here, There and Everywhere	Changes: here and everywhere.	1997	1	
510	Here, There and Everywhere	MiniRapid Microbiology Workshops  Here, There, Everywhere!	1993	0	10.1111/j.1745-4581.1993.tb00330.x
511	Here, There and Everywhere	The center out there, in here, and everywhere else: The nature of pilgrimage to the shrine of saint jude, 1929-1965	1991	17	10.1353/jsh/25.2.213
512	Here, There and Everywhere	Here, there, and nowhere: Once Upon a Time ...	1975	0	10.1177/009385487500200402
513	When I'm Sixty-Four	When I'm 64: functional shift of aging platelets	2025	0	10.1182/blood.2024027996
514	When I'm Sixty-Four	Tanizaki's The Key in Translation: Will You Still Need Me, Will You Still Read Me, When I'm (Over) Sixty-Four?	2023	0	
515	When I'm Sixty-Four	When I'm 64: Age-Related Variability in over 40,000 Online Cognitive Test Takers	2022	36	10.1093/geronb/gbab143
516	When I'm Sixty-Four	Erratum: When I'm 64: Age-Related Variability in over 40,000 Online Cognitive Test Takers (The Journals of Gerontology: Series B DOI: 10.1093/geronb/gbab143)	2022	4	10.1093/geronb/gbab207
517	When I'm Sixty-Four	When I'm 54: Working longer starts younger than we think	2022	4	10.1093/oso/9780197512067.003.0002
518	When I'm Sixty-Four	'When I'm 65': On the Age-negotiated Duty to Work	2021	6	10.1177/0950017019885797
519	When I'm Sixty-Four	When Im 84: What Should Life Look Like in Old Age?	2020	1	10.1111/jgs.16408
520	When I'm Sixty-Four	When I'm 75: College Students' Self Perceptions of the Challenges of Aging	2020	7	10.1177/0091415020912930
521	When I'm Sixty-Four	When I'm 64 (Slices) - Prognostication in Geriatric Trauma	2019	0	10.1001/jamasurg.2019.1011
522	When I'm Sixty-Four	When I'm 64: A review of instrumental music-making and brain health in later life	2019	3	10.1016/j.exger.2019.05.006
523	When I'm Sixty-Four	When I'm 64: Effects of an interdisciplinary gerontology course on first-year undergraduates' perceptions of aging	2018	29	10.1080/02701960.2016.1144600
524	When I'm Sixty-Four	Will you still need me, will you still feed me when I'm 64? The health impact of caregiving to one's spouse	2017	64	10.1002/hec.3542
525	When I'm Sixty-Four	Will You Still Need Me When I'm 64, or 84, or 104? the Importance of Speech-Language Pathologists in Promoting the Quality of Life of Aging Adults in the United States into the Future	2016	14	10.1055/s-0036-1583544
526	When I'm Sixty-Four	Will you still treat me when i'm 64? Care of the older adult with hiv infection	2015	3	
527	When I'm Sixty-Four	"Kaons - A micro-physics laboratory - ""Will you still need me when I'm 64?"" (the beatles)"	2012	0	10.1143/ptps.197.128
528	When I'm Sixty-Four	Will you still fit me when I'm seventy-four?	2012	0	10.1038/nrclinonc.2012.151
529	When I'm Sixty-Four	When I'm 64.	2011	0	10.1136/bmj.d5808
530	When I'm Sixty-Four	When I'm 64: Psychological contract breach, work motivation and the moderating roles of future time perspective and regulatory focus	2011	70	10.1080/02678373.2011.632610
531	When I'm Sixty-Four	Demographic changes: When I'm 84...	2011	0	
532	When I'm Sixty-Four	How Will You Need Me, How Will You Read Me, When I'm 64 (or More!)?: Volume Computed Tomographic Scanning and Information Overload in the Emergency Department	2010	1	10.1067/j.cpradiol.2009.07.007
533	When I'm Sixty-Four	When I'm 66	2010	0	
534	When I'm Sixty-Four	Will you still need me: When i'm 64?	2009	30	10.1007/s10645-009-9132-7
535	When I'm Sixty-Four	Will you still love me when I'M 64? The boomers at work	2009	2	
536	When I'm Sixty-Four	WILL YOU STILL NEED ME, WILL YOU STILL FEED ME, WHEN I'M 64? AN ETHICAL PROBLEM FOR THE MODERN, COSMOPOLITAN ACADEMIC	2009	0	10.1163/9789042027404_014
537	When I'm Sixty-Four	When I'm 64.	2008	1	10.1503/cmaj.081090
538	When I'm Sixty-Four	When I'm 104: The Determinants of Healthy Longevity Among the Oldest-Old in China	2008	0	10.1007/978-1-4020-6752-5_8
539	When I'm Sixty-Four	The aging workplace - It's not just ergonomics or will you still need me, will you still love me, when I'm 64?	2008	0	
540	When I'm Sixty-Four	Will you still need me ... when I'm 64?1 the future of CMS	2008	18	10.1177/1350508408095823
541	When I'm Sixty-Four	When I'm 64	2006	41	10.17226/11474
542	When I'm Sixty-Four	Will you still need me, will you still feed me, when I'm 64?	2006	0	
543	When I'm Sixty-Four	When I'm 64 [4]	2006	0	
544	When I'm Sixty-Four	When I'm 64 [2]	2006	0	
545	When I'm Sixty-Four	When I'm 64 [1]	2006	0	
546	When I'm Sixty-Four	When I'm 64 [3]	2006	0	
547	When I'm Sixty-Four	"LINDEMAN'S TROPHIC-DYNAMIC ASPECT OF ECOLOGY: ""WILL YOU STILL NEED ME WHEN I'M 64?"""	2005	12	10.1002/lob.200514353
548	When I'm Sixty-Four	When I'm sixty five. A public sector pension has always been an attractive benefit for nurses. But, as Sue Ward reports, a review of the NHS scheme could change all that.	2004	0	10.7748/ns.18.46.21.s33
549	When I'm Sixty-Four	When I'm 64: Health choices	2004	2	10.1111/j.1369-7625.2004.00269.x
550	When I'm Sixty-Four	When I'm 64 ... will you still need me? Epidemiology in country practice: W H Pickles 1939	2004	2	10.1136/jech.2003.015230
551	When I'm Sixty-Four	Perceptions of Older Adult Eyewitnesses: Will You Believe Me When I'm 64?	2003	40	10.1023/A:1025486006769
552	When I'm Sixty-Four	When I'm 64...!	2002	0	10.1054/joon.2001.0223
553	When I'm Sixty-Four	Will you still list me when I'm 64? Apologies to Lennon/McCartney	2002	8	10.1046/j.1532-5415.2002.50029.x
554	When I'm Sixty-Four	When I'm sixty five.	1997	0	10.7748/ns.11.51.16.s27
555	When I'm Sixty-Four	Will you still need me, will you still screen me, when I'm past 64?: Breast screening policy is based on ageism	1997	18	10.1136/bmj.315.7115.1032
556	When I'm Sixty-Four	When I'm 64 technology and telecommunications beyond 2025	1995	1	
557	When I'm Sixty-Four	When I'm 64. Experiential sensitivity program helps employees treat older people with patience and understanding. Santa Monica Hospital Medical Center, CA.	1994	0	
558	When I'm Sixty-Four	Will you still need me, will you still feed me, when I'm eighty-four?	1990	0	
559	Can't Buy Me Love	Money can buy me love: Gifts are a more effective form of acute social support than conversations	2025	0	10.1002/jcpy.1438
560	Can't Buy Me Love	Can't Buy Me Health-Care Access: Qualitative Experiences of U.S.-Born Latinx Adults' Health Insurance Coverage and Health-Care Use Post ACA	2024	3	10.7758/RSF.2024.10.4.08
561	Can't Buy Me Love	Can't buy me meaning? Lay theories impede people from deriving meaning and well-being from consumption	2022	7	10.1016/j.copsyc.2022.101332
562	Can't Buy Me Love	Incentives Can't Buy Me Knowledge: The Missing Effects of Appreciation and Aligned Performance Appraisals on Knowledge Sharing of Public Employees	2022	23	10.1177/0734371X20986839
563	Can't Buy Me Love	Can't buy me acceptance? Financial benefits for wind energy projects in Germany	2022	30	10.1016/j.enpol.2022.112924
564	Can't Buy Me Love	Can't buy me votes? Campaign spending and the outcome of direct democratic votes	2022	7	10.1080/01402382.2020.1852374
565	Can't Buy Me Love	Buy me love: entanglements of citizenship, income and emotions in regulating marriage migration	2021	27	10.1080/1369183X.2019.1625141
566	Can't Buy Me Love	Money can't buy love but can it buy peace? Evidence from the EU Programme for Peace and Reconciliation (PEACE II)	2020	3	10.1177/0738894218766865
567	Can't Buy Me Love	Money Can't Buy Me Trust: Evidence of Exogenous Influences Crowding out Process-based Trust in Alliances	2017	3	10.1111/1467-8551.12189
568	Can't Buy Me Love	Can't Buy Me Green? A Review of Consumer Perceptions of and Behavior Toward the Price of Organic Food	2017	358	10.1111/joca.12092
569	Can't Buy Me Love	'Can't buy me legitimacy': The elusive stability of Mideast rentier regimes	2017	21	10.1057/jird.2014.32
570	Can't Buy Me Love	Can't buy me laughter - Humour in organisational change	2016	6	10.1007/s11612-016-0341-7
571	Can't Buy Me Love	Money can't buy me land: Foreign land ownership regime and public opinion in a transition society	2016	13	10.1016/j.landusepol.2016.03.032
572	Can't Buy Me Love	Can't buy me friendship? Peer rejection and adolescent materialism: Implicit self-esteem as a mediator	2015	78	10.1016/j.jesp.2015.01.001
573	Can't Buy Me Love	Can't buy me soft power	2013	0	
574	Can't Buy Me Love	Can buy me love: The effect of child welfare expenditures on maltreatment outcomes	2012	4	10.1080/00036846.2011.581214
575	Can't Buy Me Love	Can buy me love: Mate attraction goals lead to perceptual readiness for status products	2011	64	10.1016/j.jesp.2010.08.009
576	Can't Buy Me Love	Can't buy me health: Financial constraints and health-seeking behaviour in rural households in Central Togo	2011	0	
577	Can't Buy Me Love	Money can't buy me hygge Danish middle-class consumption, egalitarianism, and the sanctity of inner space	2011	72	10.3167/sa.2011.550202
578	Can't Buy Me Love	Money can't buy love: Private-equity firms battle to keep their tax perks	2010	0	
579	Can't Buy Me Love	Can't buy me growth: On foreign aid and economic change	2010	4	
580	Can't Buy Me Love	Money can't buy love: Asymmetric beliefs about gift price and feelings of appreciation	2009	106	10.1016/j.jesp.2008.11.003
581	Can't Buy Me Love	Can't buy me whiteness: New Lessons from the Titanic on Race, Ethnicity, and Health	2008	102	10.1017/S1742058X0808003X
582	Can't Buy Me Love	Can't buy me democracy [5] (multiple letters)	2003	0	10.2307/3183508
583	Can't Buy Me Love	Beauvoir on Sex, Love and Money: Money Can't Buy Love, but It Sure Makes for Better Sex	1996	1	10.1163/25897616-01301007
584	Hello, Goodbye	Say hello and wave goodbye	2025	0	10.1080/02723638.2025.2468451
585	Hello, Goodbye	Etomidate and its derivatives: time to say goodbye? You say goodbye and I say hello. Response to Br J Anaesth 2025; 134: 11-3	2025	0	10.1016/j.bja.2025.02.016
586	Hello, Goodbye	Goodbye Dr. Google, hello Dr. ChatGPT: Advancing a new frontier for ENT medical information online	2025	0	10.1016/j.amjoto.2025.104618
587	Hello, Goodbye	They say goodbye, we say hello: understanding the relational phases of equity-minded STEMM graduate-undergraduate mentorship	2024	4	10.1080/13611267.2024.2323476
588	Hello, Goodbye	Goodbye Substantial Factor, Hello Doull v. Foster!	2023	0	10.1515/jtl-2023-0018
589	Hello, Goodbye	Say hello, wave goodbye	2023	0	10.1242/jcs.261519
590	Hello, Goodbye	You Have to Say Hello Before You Can Say Goodbye	2023	0	
591	Hello, Goodbye	It's hello from her and goodbye from him	2022	0	
592	Hello, Goodbye	"You say, ""goodbye,"" and i Say, ""hello, Hello, Hello"""	2020	0	10.1097/01.REO.0000000000000195
593	Hello, Goodbye	Goodbye Adhesives, Hello Thermal Direct Joining	2019	0	
594	Hello, Goodbye	"It's ""Goodbye"" from me and ""Hello"" from him"	2017	0	10.1042/bio03906003
595	Hello, Goodbye	I don't know why you say goodbye, i say hello	2015	0	10.1515/9780271075747-045
596	Hello, Goodbye	I don't know why you say goodbye, i say hello (on taking both the visual and the political seriously)	2015	0	10.1515/9780271075747-040
597	Hello, Goodbye	You Say Goodbye and I Say Hello	2013	0	10.1111/1552-6909.12202
598	Hello, Goodbye	You say goodbye, and I say hello!	2012	5	10.1183/09059180.00006112
599	Hello, Goodbye	You say goodbye, I say hello	2012	1	10.5860/rusq.52n1.15
600	Hello, Goodbye	"You say ""yes,"" i say ""no,"" you say ""goodbye,"" and i say ""hello"""	2011	1	
601	Hello, Goodbye	You say goodbye and I say hello	2009	1	10.1093/rheumatology/ken444
602	Let It Be	Let it Bee: Thoughts for My Friend julie ezelle patton	2024	0	
603	Let It Be	Julie patton's Let it Bee Garden and Poet Tree Mitigation Program: Selected Correspondence	2024	0	
604	Let It Be	Author Response: Let It Breathe: Mastering Spontaneous Breathing Trials	2024	0	10.4187/respcare.12426
605	Let It Be	Let It Breathe: Mastering Spontaneous Breathing Trials	2024	0	10.4187/respcare.12331
606	Let It Be	Let It BEE: Natural Language Classification of Arthropod Specimens Based on Their Spanish Description	2023	0	10.1007/978-3-031-42935-4_10
607	Let It Be	Brief Announcement: Let It TEE: Asynchronous Byzantine Atomic Broadcast with n  2f + 1	2023	2	10.4230/LIPIcs.DISC.2023.43
608	Let It Be	Let It Beat: How Lifestyle and Psychosocial Factors Affect the Risk of Sudden Cardiac Death-A 10-Year Follow-Up Study	2022	4	10.3390/ijerph19052627
609	Let It Be	Let it Bee: A Case Study of Applying Triadic Game Design for Designing Virtual Reality Training Games for Beekeepers	2021	2	10.1145/3472538.3472558
610	Let It Be	"Let it ""B""? The role of hepatitis B universal vaccination among Italian problematic drug users"	2015	5	10.3390/ijerph120403979
611	Let It Be	Let it bee - Towards NMF-inspired audio mosaicing	2015	19	
612	Let It Be	There will be an answer; let it bleed	2014	0	10.2310/8000.2013.131026
613	Let It Be	Particle physics: Let it B	2013	0	10.1038/499290a
614	Let It Be	Aortic arch repair: Let it beat!	2012	17	10.1055/s-0030-1271042
615	Let It Be	Robert Glasper: Let it blur	2012	0	
616	Let It Be	Let it B in viral hepatitis?	2011	7	10.1016/j.jhep.2010.12.027
617	Let It Be	Let it bubble - Paul Nizon and the literary Paris	2010	0	10.3917/eger.257.0069
618	Let It Be	"Technical topics - ""Let it rust!"""	2007	0	
619	Let It Be	Let it breathe	1987	0	
620	Ticket to Ride	Game to Ride: Gamification to Salvage Carbon Footprints for Sustainable Development	2023	0	10.1007/978-981-99-0835-6_50
621	Ticket to Ride	TICKET TO DEBT: CITY OF CHICAGO V. FULTON AND THE TWO-TRACK CONSUMER BANKRUPTCY SYSTEM	2023	0	
622	Ticket to Ride	Ticket to rate: antecedents to turnover intention among teachers	2023	1	10.1080/13603124.2023.2218107
623	Ticket to Ride	Ride-hail to ride rail: Learning to balance supply and demand in ride-hailing services with intermodal mobility options	2022	4	10.1016/j.trc.2022.103887
624	Ticket to Ride	Ticket to divide: m6A reader YTHDC1 drives acute myeloid leukemia proliferation	2021	5	10.1182/blood.2021013185
625	Ticket to Ride	Ticket to a bubble ride: Cargo sorting into exosomes and extracellular vesicles	2019	206	10.1016/j.bbapap.2019.02.005
626	Ticket to Ride	Ticket to talk: Supporting conversation between young people and people with dementia through digital media	2018	74	10.1145/3173574.3173949
627	Ticket to Ride	Ticket to success	2017	1	
628	Ticket to Ride	Ticket to done: High-end operators are having guests prepay for meals, and experts say it's just the beginning	2014	0	
629	Ticket to Ride	Right to Ride: African American citizenship and protest in the Era of Plessy v. Ferguson	2007	3	
630	Ticket to Ride	Ticket to a smoother ride	2006	0	
631	Ticket to Ride	You've got a ticket to deride	2005	0	
632	A Hard Day's Night	A hard day's write: Beatles fanfic and the quantum of creativity	2021	2	10.1093/oso/9780190917852.003.0008
633	A Hard Day's Night	It Has Been a Hard Day's Year	2021	0	10.1159/000521805
634	A Hard Day's Night	A hard day's Fortnite: The latest video-game fad shows off a DIY ethic	2018	0	
635	A Hard Day's Night	It's been a hard day's night...But it was worth every minute	2018	1	10.1016/j.pulmoe.2018.09.002
636	A Hard Day's Night	Restorying a hard day's work	2013	8	10.1108/S1479-3555(2013)0000011013
637	A Hard Day's Night	A hard day's work--and getting paid for it.	2007	0	
638	A Hard Day's Night	Hard day's work: A boon for performance but a bane for satisfaction?	2006	1	10.5465/AMP.2006.23270312
639	A Hard Day's Night	A hard day's work	1997	0	10.1017/S0008197300017694
640	A Hard Day's Night	A hard day's work: Measuring women's work in anthropological research	1996	1	10.1177/1525822X960080020201
641	A Hard Day's Night	A hard day's knight. Zinc phosphide poisoning.	1989	2	
642	A Hard Day's Night	Professionalism committee does a hard day's work for ACS	1972	0	10.1021/cen-v050n011.p025
643	Magical Mystery Tour	A mathematical mystery tour: Higher-thinking math tasks (grades 5-12)	2023	0	10.4324/9781003419396
644	Magical Mystery Tour	Adolescents and cancer clinical trials: A MaGIC mystery tour	2019	0	10.1200/JOP.19.00416
645	Magical Mystery Tour	Francis Underwood's Magical Political Mystery Tour Is Dying to Take You Away; Dying to Take You Away, Take You Today	2015	0	10.1002/9781119092834.ch22
646	Magical Mystery Tour	Skeptical mystery tour	2014	0	10.4324/9780203123522-7
647	Magical Mystery Tour	Skeptical mystery tour	2014	2	10.4324/9780203123522
648	Magical Mystery Tour	The concept of Sebestoimost' in Russian farm accounting: A very unmagical mystery tour	2001	9	10.1111/1471-0366.00003
649	Magical Mystery Tour	Magic happens: A new age metaphysical mystery tour	1999	3	10.1080/14443059909387505
650	Magical Mystery Tour	Mycological mystery tour	1995	3	10.1038/375276a0
651	Magical Mystery Tour	Alcohol Intoxication and Physical Dependence: a molecular mystery tour	1989	20	10.1111/j.1360-0443.1989.tb03459.x
652	Magical Mystery Tour	This mystery tour is not magical--it's downright tragic.	1987	0	
653	Magical Mystery Tour	PSROs: a magical medical mystery tour.	1979	0	
654	Lucy in the Sky with Diamonds	In the sky with diamonds: Hedonic motivations in experiential luxury buying after a crisis	2023	6	10.1002/cb.2028
655	Lucy in the Sky with Diamonds	Lucy in the sky with Trojan asteroids	2021	3	10.1038/s41550-021-01534-6
656	Lucy in the Sky with Diamonds	Lucy in the Sky with Crystals	2019	0	10.1038/scientificamerican1119-4
657	Lucy in the Sky with Diamonds	Sulfur in the Sky with Diamonds: An Inquiry into the Feasibility of Solar Geoengineering	2019	3	10.1111/1758-5899.12646
658	Lucy in the Sky with Diamonds	Lucy in the sky with ketamine: Psychoactive drugs have potential for a major breakthrough in treating depression	2018	0	10.15252/embr.201847118
659	Lucy in the Sky with Diamonds	Rubies in the sky with diamonds: Prices are up, thanks to extravagant Asians and edgy Westerners	2011	0	
660	Lucy in the Sky with Diamonds	Lucy in the sky without diamonds: Stealing confidential data in the cloud	2011	120	10.1109/DSNW.2011.5958798
661	Lucy in the Sky with Diamonds	Leucine in the sky with diamonds	2003	4	10.1016/j.str.2003.09.009
662	Lucy in the Sky with Diamonds	Discourse in the sky with diamonds	2001	0	
663	Lucy in the Sky with Diamonds	Luce in the sky with diamonds	1973	0	10.1080/00332927308408831
664	Strawberry Fields Forever	"Strawberry Fields (Not) Forever? ""Iceberg Reflections"" on PerformingGreenland"	2024	0	
665	Strawberry Fields Forever	Phenomenal Fields Forever: Instructed Action and Perception's Work	2023	0	10.4324/9781003279235-6
666	Strawberry Fields Forever	Chrysanthemum fields forever: The labor exchange band, taiwanese folk rock, and the LP form	2019	0	10.4324/9781351119146-10
667	Strawberry Fields Forever	Sound Fields Forever: Mapping sound fields via position-aware smartphones	2017	1	
668	Strawberry Fields Forever	Editorial: Conference Special Issue - Marketing Fields Forever 2011	2011	1	10.1080/0267257X.2011.624696
669	Strawberry Fields Forever	Northala fields forever	2009	1	
670	Strawberry Fields Forever	Plutonium fields forever	2003	4	10.1126/science.300.5623.1220
671	Strawberry Fields Forever	Hot spots, avatars, and narrative fields forever: Bunuel's legacy for new digital media and interactive database narrative	2002	79	10.1525/fq.2002.55.4.2
672	Happiness Is a Warm Gun	Happiness is a warm theorem	2009	0	10.1007/s00283-009-9043-0
673	Happiness Is a Warm Gun	Happiness is a warm hug. Research suggests keeping employees happy is a great wellness program.	2008	0	
674	Happiness Is a Warm Gun	Happiness is a warm workplace.	2008	0	
675	Happiness Is a Warm Gun	Happiness is a warm abstract thought: Self-construal abstractness and subjective well-being	2007	32	10.1080/17439760601069150
676	Happiness Is a Warm Gun	Happiness is a warm iPod	2006	0	
677	Happiness Is a Warm Gun	Happiness is a warm... customer	2005	0	
678	Happiness Is a Warm Gun	Happiness is a Warm Blanket: Chris Norris on the eternal comforts of Dustin Hoffman	2005	0	
679	Everybody's Got Something to Hide Except Me and My Monkey	Everybody's Got Something To Hide Except Me and My NFT's Monkey - An Analysis of the European Commission's DAC8 Proposal on Automatic Exchange of Cryptoasset Information	2023	1	10.59403/16edte1
680	Everybody's Got Something to Hide Except Me and My Monkey	Everybody's got something to hide except me and my patented monkey: patentability of cloned organisms.	1998	0	
681	While My Guitar Gently Weeps	Still my guitar gently weeps. Questions for an ockhamized metaphysics of the event sources of sound	2013	1	10.1515/krt-2013-012704
682	While My Guitar Gently Weeps	While my guitar gently reaps	2005	0	
683	Do You Want to Know a Secret	Do You Want to Know a Trade Secret? How Article 2B Will Make Licensing Trade Secrets Easier (But Innovation More Difficult)	1999	5	10.2307/3481007
684	I Me Mine	"I, me, me, mine!: Autobiographical fiction and the ""I"""	2005	7	10.1080/10131750485310111
685	I'll Follow the Sun	I'll follow the fun: The extended investment model of social media influencers	2022	38	10.1016/j.tele.2022.101881
686	I've Just Seen a Face	'i have just seen a face of old africa' the depiction of black africa in national geographic magazine	1997	1	10.1080/02500169708537815
687	Love Me Do	From experiencer verbs to Agree-and-Move: a review of Bind Me Tender, Bind Me Do!	2023	0	10.1515/psicl-2022-1075
688	Maxwell's Silver Hammer	Grenville's silver hammer: The problem of money in the Stamp Act crisis	2017	6	10.1093/jahist/jax172
689	Norwegian Wood (This Bird Has Flown)	Bird flu has flown	2017	0	10.1002/cind.812_9.x
690	Nowhere Man	The nowhere (wo)man: An example of the defensive use of emptiness in a patient with a schizoid disorder of the self	1996	4	10.1007/BF02189729
691	Please Please Me	Please, Please, Just Tell Me: The Linguistic Features of Humorous Deception	2020	6	10.5210/dad.2020.205
692	Revolution 9	Rated X: Apple's new operating system aims to score a perfect 10, but for some, revolution no. 9 was change enough	2001	0	
693	We Can Work It Out	Can Wii work it out?	2011	5	10.7790/tja.v61i3.231
